AMBLER_CLASS;NAME;ALTERNATIVE_NAME;SUBFAMILY;blaNAME;GENPEPT_ID;GENBANK_ID;PUBMED_ID;SEQUENCE_LINK;NUMBER_PDB_STRUCTURES;MUTANTS;PHENOTYPE;FUNCTIONAL_INFORMATION;NATURAL_OR_AQUIRED
D;OXA-216;NULL;OXA-51-like;blaOXA-216;CCA94649;FR865168;22325121 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-217;NULL;OXA-51-like;blaOXA-217;AEO44980;JN603240;22325121 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-219;NULL;OXA-51-like;blaOXA-219;AEL17179;JN215211;22422849 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-223;NULL;OXA-51-like;blaOXA-223;AEL88491;JN248564;22422849 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-225;NULL;OXA-23-like;blaOXA-225;AEP43731;JN638887;NULL;view;1;1;2df;carbapenemase;A
D;OXA-228;NULL;OXA-229-like;blaOXA-228;AFM55001;JQ422053;22508298 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-229;NULL;OXA-229-like;blaOXA-229;AFM55000;JQ422052;22508298 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-230;NULL;OXA-229-like;blaOXA-230;AFM55002;JQ422054;22508298 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-231;NULL;OXA-143-like;blaOXA-231;AFG29918;JQ326200;24566181 (DOI) 31355630 (DOI) 22736746 (DOI);view;1;NULL;2df;carbapenemase;A
D;OXA-232;NULL;OXA-48-like;blaOXA-232;AGD91915;JX423831;23305656 (DOI);view;1;NULL;2df;carbapenemase;A
D;OXA-233;NULL;OXA-10-like;blaOXA-233;AID67109;KJ657570;NULL;view;NULL;NULL;2df;carbapenemase;A
D;OXA-234;NULL;OXA-51-like;blaOXA-234;WP_038350216;NG_050607;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-235;NULL;OXA-134-like;blaOXA-235;AFH36330;JQ820240;23439638 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-236;NULL;OXA-134-like;blaOXA-236;AFH36332;JQ820242;23439638 (DOI);view;NULL;NULL;NULL;carbapenemase;A
D;OXA-237;NULL;OXA-134-like;blaOXA-237;AFH36331;JQ820241;23439638 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-239;NULL;OXA-23-like;blaOXA-239;AFN65709;JQ837239;NULL;view;3;NULL;2df;carbapenemase;A
D;OXA-241;NULL;OXA-51-like;blaOXA-241;AFO55201;JX025021;23439638 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-242;NULL;OXA-51-like;blaOXA-242;AFO55202;JX025022;23439638 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-244;NULL;OXA-48-like;blaOXA-244;AKJ18768;KP659189;23034714 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-245;NULL;OXA-48-like;blaOXA-245;AGC60013;JX438001;23034714 (DOI);view;1;NULL;2df;carbapenemase;A
D;OXA-247;NULL;OXA-48-like;blaOXA-247;AGC70814;JX893517;23402333 (DOI);view;NULL;NULL;2def;carbapenemase;A
D;OXA-248;NULL;OXA-51-like;blaOXA-248;CCJ32596;HE963769;22972816 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-249;NULL;OXA-51-like;blaOXA-249;CCJ32597;HE963770;22972816 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-250;NULL;OXA-51-like;blaOXA-250;CCJ32598;HE963771;22972816 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-253;NULL;OXA-143-like;blaOXA-253;AGK07368;KC479324;24566181 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-254;NULL;OXA-51-like;blaOXA-254;BAN10684;AB781687;23719027 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter baumannii)
D;OXA-255;NULL;OXA-143-like;blaOXA-255;AGK07369;KC479325;24566181 (DOI);view;NULL;NULL;2df;carbapenemase;A
D;OXA-257;NULL;OXA-229-like;blaOXA-257;AGK07370;KC567681;23934740 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-259;NULL;OXA-51-like;blaOXA-259;AGU69249;KF057028;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-260;NULL;OXA-51-like;blaOXA-260;ENU54757;APOR01000009;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii NIPH 1362)
D;OXA-261;NULL;OXA-51-like;blaOXA-261;ENW35072;APQV01000009;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii NIPH 201)
D;OXA-262;NULL;OXA-51-like;blaOXA-262;ENW50687;APRA01000005;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii NIPH 67)
D;OXA-263;NULL;OXA-51-like;blaOXA-263;ENW43915;APQY01000006;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii NIPH 329)
D;OXA-264;NULL;OXA-214-like;blaOXA-264;ENW20318;APQQ01000012;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter haemolyticus CIP 64.3)
D;OXA-265;NULL;OXA-214-like;blaOXA-265;ENW22086;APQR01000003;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter haemolyticus NIPH 261)
D;OXA-267;NULL;OXA-213-like;blaOXA-267;ENV93423;APQH01000006;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus ANC 3680)
D;OXA-268;NULL;OXA-213-like;blaOXA-268;ENU09033;APOE01000008;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus NIPH 13)
D;OXA-269;NULL;OXA-213-like;blaOXA-269;EOQ63861;APQJ01000007;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus ANC 3811)
D;OXA-270;NULL;OXA-270-like;blaOXA-270;EOQ69512;APQM01000006;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii ANC 4050)
D;OXA-271;NULL;OXA-270-like;blaOXA-271;EOQ72432;APQO01000006;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii ANC 4052)
D;OXA-272;NULL;OXA-270-like;blaOXA-272;ODL97810;LSAL01000001;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-273;NULL;OXA-270-like;blaOXA-273;ENW12288;APQN01000012;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii ANC 3678)
D;OXA-274;NULL;OXA-274-like;blaOXA-274;ENU56528;APOS01000038;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter guillouiae CIP 63.46)
D;OXA-275;NULL;OXA-274-like;blaOXA-275;ENV18923;APPJ01000001;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter guillouiae NIPH 991)
D;OXA-276;NULL;OXA-134-like;blaOXA-276;ENV13583;APPI01000013;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter schindleri NIPH 900)
D;OXA-277;NULL;OXA-134-like;blaOXA-277;ENV45890;APPQ01000011;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter schindleri CIP 107287)
D;OXA-278;NULL;OXA-134-like;blaOXA-278;AGI65307;KC771279;23554204 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter schindleri)
D;OXA-280;NULL;OXA-211-like;blaOXA-280;ENV74419;APPZ01000001;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii ANC 3681)
D;OXA-281;NULL;OXA-211-like;blaOXA-281;ENU38533;APON01000041;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii CIP 64.6)
D;OXA-282;NULL;OXA-134-like;blaOXA-282;ENW25362;APQS01000019;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512)
D;OXA-283;NULL;OXA-134-like;blaOXA-283;ESJ94497;AYHO01000005;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii NCTC 5866 = CIP 64.10 = NIPH 512)
D;OXA-284;NULL;OXA-134-like;blaOXA-284;ENX16434;APRU01000004;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. CIP 51.11)
D;OXA-285;NULL;OXA-134-like;blaOXA-285;ENX26326;APRY01000059;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. CIP 64.7)
D;OXA-286;NULL;OXA-286-like;blaOXA-286;ENU21708;APOI01000030;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. NIPH 809)
D;OXA-287;NULL;OXA-286-like;blaOXA-287;WP_032865068;NG_050609;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. CIP 56.2)
D;OXA-288;NULL;OXA-286-like;blaOXA-288;ENX60508;APRN01000033;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. CIP 70.18)
D;OXA-291;NULL;OXA-286-like;blaOXA-291;ENW94121;APRL01000010;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. ANC 4105)
D;OXA-292;NULL;OXA-286-like;blaOXA-292;ENX53612;APRO01000007;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. NIPH 1867)
D;OXA-293;NULL;OXA-286-like;blaOXA-293;WP_032877719;NG_050610;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. ANC 3929)
D;OXA-300;NULL;OXA-229-like;blaOXA-300;ENV20093;APPK01000054;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae NIPH 3)
D;OXA-301;NULL;OXA-229-like;blaOXA-301;ENV90372;APQG01000050;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae LMG 1003 = CIP 70.12)
D;OXA-302;NULL;OXA-286-like;blaOXA-302;ENX18112;APRT01000004;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. CIP 64.2)
D;OXA-303;NULL;OXA-286-like;blaOXA-303;ENX56371;APSD01000035;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. ANC 3880)
D;OXA-304;NULL;OXA-213-like;blaOXA-304;ENX45276;APSC01000007;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. NIPH 542)
D;OXA-305;NULL;OXA-213-like;blaOXA-305;ENV02983;APPF01000021;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. NIPH 817)
D;OXA-306;NULL;OXA-286-like;blaOXA-306;ENX38336;APSB01000022;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. NIPH 2100)
D;OXA-307;NULL;OXA-286-like;blaOXA-307;WP_032879257;NG_050611;24277043 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter sp. NIPH 1859)
D;OXA-309;NULL;OXA-211-like;blaOXA-309;CCW28916;HF947514;24267783 (DOI);view;NULL;NULL;2df;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-312;NULL;OXA-51-like;blaOXA-312;AGU69250;KF057029;24247131 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-313;NULL;OXA-51-like;blaOXA-313;AGU69251;KF057030;24247131 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-314;NULL;OXA-51-like;blaOXA-314;AGU69252;KF057031;24247131 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-315;NULL;OXA-51-like;blaOXA-315;AGU69253;KF057032;24247131 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-316;NULL;OXA-51-like;blaOXA-316;AGU69254;KF057033;24247131 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-317;NULL;OXA-51-like;blaOXA-317;AGU69255;KF057034;24247131 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-322;NULL;OXA-213-like;blaOXA-322;AGW16404;KF203096;24288030 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-323;NULL;OXA-213-like;blaOXA-323;AGW16405;KF203097;24288032 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-324;NULL;OXA-213-like;blaOXA-324;AGW16406;KF203098;24288034 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-325;NULL;OXA-213-like;blaOXA-325;AGW16407;KF203099;24288036 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-326;NULL;OXA-213-like;blaOXA-326;AGW16408;KF203100;24288038 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-327;NULL;OXA-213-like;blaOXA-327;AGW16409;KF203101;24288040 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-328;NULL;OXA-213-like;blaOXA-328;AGW16410;KF203102;24288042 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-329;NULL;OXA-213-like;blaOXA-329;AGW16411;KF203103;24288044 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-330;NULL;OXA-213-like;blaOXA-330;AGW16412;KF203104;24288046 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-331;NULL;OXA-213-like;blaOXA-331;AGW16413;KF203105;24288048 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-332;NULL;OXA-213-like;blaOXA-332;AGW16414;KF203106;24288050 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-333;NULL;OXA-211-like;blaOXA-333;AGW16415;KF203107;24288030 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-334;NULL;OXA-211-like;blaOXA-334;AGW16416;KF203108;24288032 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-335;NULL;OXA-134-like;blaOXA-335;AGW16417;KF203109;24288029 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-336;NULL;OXA-51-like;blaOXA-336;AHN07452;KF048907;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-337;NULL;OXA-51-like;blaOXA-337;AHN07453;KF048908;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-338;NULL;OXA-51-like;blaOXA-338;AHN07454;KF048909;25616789 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-339;NULL;OXA-51-like;blaOXA-339;AHN07456;KF048911;25616791 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-340;NULL;OXA-51-like;blaOXA-340;AHN07457;KF048912;25616793 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-341;NULL;OXA-51-like;blaOXA-341;AHN07458;KF048913;25616795 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-342;NULL;OXA-51-like;blaOXA-342;AHN07460;KF048915;25616797 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-343;NULL;OXA-51-like;blaOXA-343;AHN07461;KF048916;25616799 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-344;NULL;OXA-51-like;blaOXA-344;AHN07462;KF048917;25616801 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-345;NULL;OXA-51-like;blaOXA-345;AHN07463;KF048918;25616803 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-346;NULL;OXA-51-like;blaOXA-346;AHN07464;KF048919;25616805 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-348;NULL;OXA-213-like;blaOXA-348;AGW83446;KF297577;24288030 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-349;NULL;OXA-213-like;blaOXA-349;AGW83447;KF297578;24288032 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-350;NULL;OXA-213-like;blaOXA-350;AGW83448;KF297579;24288034 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-351;NULL;OXA-213-like;blaOXA-351;AGW83449;KF297580;24288036 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-352;NULL;OXA-213-like;blaOXA-352;AGW83450;KF297581;24288038 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-353;NULL;OXA-213-like;blaOXA-353;AGW83451;KF297582;24288040 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-354;NULL;OXA-213-like;blaOXA-354;AGW83452;KF297583;24288042 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-355;NULL;OXA-229-like;blaOXA-355;AGW83453;KF297584;24288030 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-356;NULL;OXA-229-like;blaOXA-356;AGW83454;KF297585;24288032 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-357;NULL;OXA-213-like;blaOXA-357;AGZ83153;KF421160;24288030 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-358;NULL;OXA-213-like;blaOXA-358;AGZ83154;KF421161;24288032 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-359;NULL;OXA-213-like;blaOXA-359;AGZ83155;KF421162;24288034 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-360;NULL;OXA-134-like;blaOXA-360;AGZ83156;KF421163;24288030 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter schindleri)
D;OXA-361;NULL;OXA-134-like;blaOXA-361;AHA11124;KF460531;24288032 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-362;NULL;OXA-134-like;blaOXA-362;AHA11125;KF460532;24288034 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-363;NULL;OXA-134-like;blaOXA-363;AHA11126;KF460533;24288036 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter lwoffii)
D;OXA-365;NULL;OXA-51-like;blaOXA-365;AHI63011;KF885217;24622099 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-366;NULL;OXA-23-like;blaOXA-366;AJO16038;KP050485;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-371;NULL;OXA-51-like;blaOXA-371;BAO09635;AB871653;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-372;NULL;OXA-372-like;blaOXA-372;AIG22448;KJ746496;26126492 (DOI);view;NULL;NULL;NULL;carbapenemase;A
D;OXA-373;NULL;OXA-211-like;blaOXA-373;CDM87362;HG931732;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter johnsonii)
D;OXA-374;NULL;OXA-51-like;blaOXA-374;AHL30274;KF986255;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-375;NULL;OXA-51-like;blaOXA-375;AHL30275;KF986256;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-376;NULL;OXA-51-like;blaOXA-376;AHL30276;KF986257;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-377;NULL;OXA-51-like;blaOXA-377;AHL30277;KF986258;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-378;NULL;OXA-51-like;blaOXA-378;AHL30278;KF986259;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-379;NULL;OXA-51-like;blaOXA-379;AHL30279;KF986260;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-380;NULL;OXA-51-like;blaOXA-380;AHL30280;KF986261;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-381;NULL;OXA-51-like;blaOXA-381;AHL30285;KJ135344;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-382;NULL;OXA-51-like;blaOXA-382;AHL30286;KJ135345;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-383;NULL;OXA-51-like;blaOXA-383;AHL30281;KF986262;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-384;NULL;OXA-51-like;blaOXA-384;AHL30282;KF986263;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-385;NULL;OXA-51-like;blaOXA-385;AHL30272;KF986253;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-386;NULL;OXA-51-like;blaOXA-386;AHL30273;KF986254;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-387;NULL;OXA-51-like;blaOXA-387;AHK51384;KJ173478;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-388;NULL;OXA-51-like;blaOXA-388;AHL30284;KJ135343;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-389;NULL;OXA-51-like;blaOXA-389;AHL30287;KJ135346;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-390;NULL;OXA-51-like;blaOXA-390;AHL30283;KJ135342;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-391;NULL;OXA-51-like;blaOXA-391;AHN53381;KJ427797;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-397;NULL;OXA-58-like;blaOXA-397;AIT76118;KM087865;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-398;NULL;OXA-23-like;blaOXA-398;AIT76095;KM087842;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-400;NULL;OXA-51-like;blaOXA-400;AIS39036;KJ780078;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-401;NULL;OXA-51-like;blaOXA-401;AIS39034;KJ780076;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-402;NULL;OXA-51-like;blaOXA-402;AFZ84681;JX865391;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-403;NULL;OXA-51-like;blaOXA-403;AIM47095;KJ920337;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-404;NULL;OXA-51-like;blaOXA-404;AIM47096;KJ920338;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-406;NULL;OXA-51-like;blaOXA-406;AJD07402;KJ584915;25616789 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-407;NULL;OXA-51-like;blaOXA-407;AJD07403;KJ584916;25616791 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-408;NULL;OXA-51-like;blaOXA-408;AJD07404;KJ584917;25616793 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-409;NULL;OXA-51-like;blaOXA-409;AJD07405;KJ584918;25616795 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-410;NULL;OXA-51-like;blaOXA-410;HCT5551642;DAKAKM010000001;25616796 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-411;NULL;OXA-51-like;blaOXA-411;AJD07406;KJ584920;25616798 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-412;NULL;OXA-51-like;blaOXA-412;AJD07407;KJ584921;25616800 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-413;NULL;OXA-51-like;blaOXA-413;AJD07408;KJ584922;25616802 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-414;NULL;OXA-51-like;blaOXA-414;AJD07401;KJ584914;25616804 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-417;NULL;OXA-213-like;blaOXA-417;AIU44173;KM220587;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter calcoaceticus)
D;OXA-418;NULL;OXA-229-like;blaOXA-418;AIN56719;KJ997966;NULL;view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter bereziniae)
D;OXA-420;NULL;OXA-58-like;blaOXA-420;BAP28835;AB983359;NULL;view;NULL;NULL;NULL;carbapenemase;A and N (Acinetobacter baumannii)
D;OXA-421;NULL;OXA-270-like;blaOXA-421;AIZ00987;KM401566;25428154 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter pittii)
D;OXA-422;NULL;OXA-23-like;blaOXA-422;AIY30331;KM433671;NULL;view;NULL;NULL;NULL;carbapenemase;A
D;OXA-423;NULL;OXA-23-like;blaOXA-423;AIY30332;KM433672;33204124 (DOI);view;NULL;NULL;NULL;carbapenemase;A
D;OXA-424;NULL;OXA-51-like;blaOXA-424;AJA32742;KM588352;25487794 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-425;NULL;OXA-51-like;blaOXA-425;AJA32743;KM588353;25487796 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-426;NULL;OXA-51-like;blaOXA-426;AJA32744;KM588354;25487798 (DOI);view;NULL;NULL;NULL;carbapenemase;N (Acinetobacter baumannii)
D;OXA-427;NULL;OXA-427-like;blaOXA-427;ARO85965;KX827604;28859446 (DOI);view;1;NULL;NULL;carbapenemase;A
